Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
139,28,1,3,2,Some Random Commen with Id 139
140,28,1,180,6,Some Random Commen with Id 140
141,28,1,6,6,Some Random Commen with Id 141
142,28,1,9,3,Some Random Commen with Id 142
143,30,0,169,9,Some Random Commen with Id 143
144,30,0,58,6,Some Random Commen with Id 144
145,30,0,90,6,Some Random Commen with Id 145
146,30,0,170,9,Some Random Commen with Id 146
147,30,0,18,6,Some Random Commen with Id 147
148,30,0,21,0,Some Random Commen with Id 148
149,31,1,178,1,Some Random Commen with Id 149
150,31,1,148,1,Some Random Commen with Id 150
151,31,1,170,8,Some Random Commen with Id 151
152,31,1,193,3,Some Random Commen with Id 152
153,31,1,161,9,Some Random Commen with Id 153
154,31,1,46,0,Some Random Commen with Id 154
155,32,2,59,8,Some Random Commen with Id 155
156,32,2,43,0,Some Random Commen with Id 156
157,32,2,33,6,Some Random Commen with Id 157
158,32,2,152,2,Some Random Commen with Id 158
159,32,2,43,6,Some Random Commen with Id 159
160,32,2,91,6,Some Random Commen with Id 160
161,32,2,176,6,Some Random Commen with Id 161
162,32,2,145,1,Some Random Commen with Id 162
163,33,4,127,9,Some Random Commen with Id 163
164,33,4,70,5,Some Random Commen with Id 164
165,33,4,43,1,Some Random Commen with Id 165
166,34,4,24,2,Some Random Commen with Id 166
167,35,1,121,5,Some Random Commen with Id 167
168,35,1,19,4,Some Random Commen with Id 168
169,35,1,46,6,Some Random Commen with Id 169
170,35,1,199,2,Some Random Commen with Id 170
171,36,4,34,4,Some Random Commen with Id 171
172,36,4,111,8,Some Random Commen with Id 172
173,37,1,91,6,Some Random Commen with Id 173
174,37,1,5,5,Some Random Commen with Id 174
175,37,1,152,9,Some Random Commen with Id 175
176,37,1,17,4,Some Random Commen with Id 176
177,38,8,57,7,Some Random Commen with Id 177
178,38,8,106,7,Some Random Commen with Id 178
179,38,8,170,4,Some Random Commen with Id 179
180,39,8,198,1,Some Random Commen with Id 180
181,39,8,14,1,Some Random Commen with Id 181
