Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
80,13,6,100,2,Some Random Commen with Id 80
81,14,9,167,8,Some Random Commen with Id 81
82,14,9,85,9,Some Random Commen with Id 82
83,14,9,55,3,Some Random Commen with Id 83
84,14,9,43,1,Some Random Commen with Id 84
85,14,9,105,3,Some Random Commen with Id 85
86,14,9,58,6,Some Random Commen with Id 86
87,14,9,102,1,Some Random Commen with Id 87
88,15,3,75,1,Some Random Commen with Id 88
89,15,3,52,2,Some Random Commen with Id 89
90,15,3,18,3,Some Random Commen with Id 90
91,15,3,56,7,Some Random Commen with Id 91
92,15,3,73,7,Some Random Commen with Id 92
93,15,3,168,4,Some Random Commen with Id 93
94,15,3,73,5,Some Random Commen with Id 94
95,16,6,161,2,Some Random Commen with Id 95
96,17,3,192,2,Some Random Commen with Id 96
97,17,3,170,9,Some Random Commen with Id 97
98,17,3,10,4,Some Random Commen with Id 98
99,17,3,130,7,Some Random Commen with Id 99
100,17,3,90,9,Some Random Commen with Id 100
101,17,3,55,7,Some Random Commen with Id 101
102,17,3,173,1,Some Random Commen with Id 102
103,17,3,175,7,Some Random Commen with Id 103
104,17,3,135,8,Some Random Commen with Id 104
105,18,5,127,8,Some Random Commen with Id 105
106,18,5,34,9,Some Random Commen with Id 106
107,18,5,53,3,Some Random Commen with Id 107
108,18,5,103,0,Some Random Commen with Id 108
109,18,5,60,7,Some Random Commen with Id 109
110,18,5,60,8,Some Random Commen with Id 110
111,19,5,1,9,Some Random Commen with Id 111
112,19,5,101,2,Some Random Commen with Id 112
113,19,5,8,7,Some Random Commen with Id 113
114,19,5,184,8,Some Random Commen with Id 114
115,19,5,120,7,Some Random Commen with Id 115
116,20,3,160,0,Some Random Commen with Id 116
117,20,3,24,8,Some Random Commen with Id 117
118,20,3,40,3,Some Random Commen with Id 118
119,20,3,89,6,Some Random Commen with Id 119
120,20,3,84,0,Some Random Commen with Id 120
121,20,3,110,6,Some Random Commen with Id 121
122,20,3,170,2,Some Random Commen with Id 122
123,22,6,99,0,Some Random Commen with Id 123
124,22,6,117,1,Some Random Commen with Id 124
125,22,6,134,3,Some Random Commen with Id 125
126,22,6,174,0,Some Random Commen with Id 126
127,22,6,101,8,Some Random Commen with Id 127
128,22,6,198,3,Some Random Commen with Id 128
129,22,6,103,6,Some Random Commen with Id 129
130,22,6,4,5,Some Random Commen with Id 130
131,22,6,72,3,Some Random Commen with Id 131
132,23,0,66,3,Some Random Commen with Id 132
133,23,0,136,0,Some Random Commen with Id 133
134,23,0,120,1,Some Random Commen with Id 134
135,23,0,156,9,Some Random Commen with Id 135
136,23,0,78,5,Some Random Commen with Id 136
137,24,6,156,5,Some Random Commen with Id 137
138,24,6,50,4,Some Random Commen with Id 138
139,24,6,137,1,Some Random Commen with Id 139
140,24,6,82,9,Some Random Commen with Id 140
141,24,6,165,0,Some Random Commen with Id 141
142,24,6,110,2,Some Random Commen with Id 142
143,24,6,158,5,Some Random Commen with Id 143
144,24,6,93,1,Some Random Commen with Id 144
145,24,6,4,3,Some Random Commen with Id 145
146,25,3,152,4,Some Random Commen with Id 146
147,25,3,132,6,Some Random Commen with Id 147
148,26,9,82,6,Some Random Commen with Id 148
149,26,9,156,1,Some Random Commen with Id 149
150,26,9,15,0,Some Random Commen with Id 150
151,26,9,99,7,Some Random Commen with Id 151
152,28,1,191,1,Some Random Commen with Id 152
153,28,1,27,7,Some Random Commen with Id 153
154,28,1,75,4,Some Random Commen with Id 154
155,28,1,13,2,Some Random Commen with Id 155
156,28,1,65,5,Some Random Commen with Id 156
157,29,7,125,4,Some Random Commen with Id 157
158,29,7,126,2,Some Random Commen with Id 158
159,29,7,156,2,Some Random Commen with Id 159
160,29,7,125,9,Some Random Commen with Id 160
161,29,7,88,3,Some Random Commen with Id 161
162,29,7,28,5,Some Random Commen with Id 162
163,29,7,14,1,Some Random Commen with Id 163
164,30,6,31,6,Some Random Commen with Id 164
165,30,6,190,5,Some Random Commen with Id 165
166,31,8,75,1,Some Random Commen with Id 166
167,31,8,139,9,Some Random Commen with Id 167
168,31,8,198,2,Some Random Commen with Id 168
169,31,8,28,7,Some Random Commen with Id 169
170,31,8,102,3,Some Random Commen with Id 170
171,31,8,145,9,Some Random Commen with Id 171
172,31,8,160,2,Some Random Commen with Id 172
173,31,8,74,3,Some Random Commen with Id 173
174,31,8,9,0,Some Random Commen with Id 174
175,32,0,72,1,Some Random Commen with Id 175
176,32,0,125,1,Some Random Commen with Id 176
177,32,0,114,1,Some Random Commen with Id 177
178,32,0,94,4,Some Random Commen with Id 178
179,32,0,143,2,Some Random Commen with Id 179
180,33,5,146,4,Some Random Commen with Id 180
181,33,5,24,8,Some Random Commen with Id 181
182,33,5,135,5,Some Random Commen with Id 182
183,34,5,28,1,Some Random Commen with Id 183
184,34,5,189,8,Some Random Commen with Id 184
185,34,5,74,1,Some Random Commen with Id 185
186,34,5,100,0,Some Random Commen with Id 186
187,35,3,60,8,Some Random Commen with Id 187
188,35,3,62,8,Some Random Commen with Id 188
189,35,3,152,4,Some Random Commen with Id 189
190,35,3,122,8,Some Random Commen with Id 190
191,35,3,86,2,Some Random Commen with Id 191
192,36,3,54,8,Some Random Commen with Id 192
193,36,3,156,2,Some Random Commen with Id 193
194,37,5,42,1,Some Random Commen with Id 194
195,37,5,99,5,Some Random Commen with Id 195
196,37,5,102,5,Some Random Commen with Id 196
197,37,5,179,0,Some Random Commen with Id 197
198,37,5,39,1,Some Random Commen with Id 198
199,37,5,189,5,Some Random Commen with Id 199
200,37,5,181,6,Some Random Commen with Id 200
201,37,5,33,6,Some Random Commen with Id 201
202,37,5,184,6,Some Random Commen with Id 202
203,38,2,63,7,Some Random Commen with Id 203
204,38,2,43,6,Some Random Commen with Id 204
205,38,2,100,7,Some Random Commen with Id 205
206,38,2,185,9,Some Random Commen with Id 206
207,38,2,52,5,Some Random Commen with Id 207
208,39,7,101,8,Some Random Commen with Id 208
209,39,7,81,1,Some Random Commen with Id 209
210,39,7,168,5,Some Random Commen with Id 210
211,39,7,79,3,Some Random Commen with Id 211
